cdf_element	cdf_internal_name	raw_identifier_value
Candidate	A'Shia Howard	A'Shia Howard
Candidate	Al Gore	AL GORE
Candidate	Alexander M. 'Alex' Padro	Alexander M. 'Alex' Padro
Candidate	Amir Lowery	Amir Lowery
Candidate	Ann C. Wilcox	Ann C. Wilcox
Candidate	Barack Obama	BARACK OBAMA
Candidate	Barbara Washington Franklin	Barbara Washington Franklin
Candidate	Brock Pierce	Brock Pierce - Karla Ballard
Candidate	Brooke Pinto	Brooke Pinto
Candidate	Calvin H. Gurley	Calvin H. Gurley
Candidate	Chander Jayaraman	Chander Jayaraman
Candidate	Christina D. Henderson	Christina D. Henderson
Candidate	Christopher Cole	Christopher Cole
Candidate	Claudia Barragán	Claudia Barragán
Candidate	Cornelia Weiss	Cornelia Weiss
Candidate	David Krucoff	David Krucoff
Candidate	Donald J. Trump	DONALD TRUMP
Candidate	Donald J. Trump	Donald J. Trump - Michael R. Pence
Candidate	Ed Lazere	Ed Lazere
Candidate	Eleanor Holmes Norton	Eleanor Holmes Norton
Candidate	Eleanor Ory (Echo)	Eleanor Ory (Echo)
Candidate	Eric M. Rogers	Eric M. Rogers
Candidate	Franklin Garcia	Franklin Garcia
Candidate	Fred Hill	Fred Hill
Candidate	George W. Bush	GEORGE W. BUSH
Candidate	Gloria La Riva	Gloria La Riva - Sunil Freeman
Candidate	Hillary Clinton	HILLARY CLINTON
Candidate	Howie Hawkins	Howie Hawkins - Angela Walker
Candidate	Janeese Lewis George	Janeese Lewis George
Candidate	Jeanné Lewis	Jeanné Lewis
Candidate	Jo Jorgensen	Jo Jorgensen - Jeremy 'Spike' Cohe
Candidate	Joe Bishop-Henchman	Joe Bishop-Henchman
Candidate	John 'Recovery' Cheeks	John 'Recovery' Cheeks
Candidate	John Kerry	JOHN KERRY
Candidate	John McCain	JOHN MCCAIN
Candidate	Joseph R. Biden	Joseph R. Biden - Kamala D. Harris
Candidate	Joyce (Chestnut) Robinson-Paul	Joyce (Chestnut) Robinson-Paul
Candidate	Kathy Henderson	Kathy Henderson
Candidate	Keith Silver	Keith Silver
Candidate	Marcus Goodwin	Marcus Goodwin
Candidate	Mario Cristaldo	Mario Cristaldo
Candidate	Markus Batchelor	Markus Batchelor
Candidate	Martín Miguel Fernandez	Martín Miguel Fernandez
Candidate	Marya Pickering	Marya Pickering
Candidate	Michangelo 'DoctorMic' Scruggs	Michangelo 'DoctorMic' Scruggs
Candidate	Mitt Romney	MITT ROMNEY
Candidate	Mónica Palacio	Mónica Palacio
Candidate	Natale Lino Stracuzzi	Natale Lino Stracuzzi
Candidate	Nate 'Ward 8' Derenge	Nate 'Ward 8' Derenge
Candidate	Omari Musa	Omari Musa
Candidate	Other	OTHER
Candidate	Oye Owolewa	Oye Owolewa
Candidate	Patrick Hynes	Patrick Hynes
Candidate	Paul Strauss	Paul Strauss
Candidate	Perry Redd	Perry Redd
Candidate	Peter Bolton	Peter Bolton
Candidate	Ralph Nader	RALPH NADER
Candidate	Randy Downs	Randy Downs
Candidate	Rick Murphree	Rick Murphree
Candidate	Robert White	Robert White
Candidate	Sohaer Rizvi Syed	Sohaer Rizvi Syed
Candidate	Trayon 'Ward Eight' White	Trayon 'Ward Eight' White
Candidate	Vincent C. Gray	Vincent C. Gray
Candidate	Vincent Orange	Vincent Orange
Candidate	Will Merrifield	Will Merrifield
Candidate	Write-in	Write-in
CandidateContest	DC Attorney General	DC Attorney General
CandidateContest	DC Council At Large	AT-LARGE MEMBER OF THE COUNCIL
CandidateContest	DC Council District 1	WARD ONE MEMBER OF THE COUNCIL
CandidateContest	DC Council District 2	WARD TWO MEMBER OF THE COUNCIL
CandidateContest	DC Council District 3	WARD THREE MEMBER OF THE COUNCIL
CandidateContest	DC Council District 4	WARD FOUR MEMBER OF THE COUNCIL
CandidateContest	DC Council District 5	WARD FIVE MEMBER OF THE COUNCIL
CandidateContest	DC Council District 6	WARD SIX MEMBER OF THE COUNCIL
CandidateContest	DC Council District 7	WARD SEVEN MEMBER OF THE COUNCIL
CandidateContest	DC Council District 8	WARD EIGHT MEMBER OF THE COUNCIL
CandidateContest	DC Lieutenant Governor	DC Lieutenant Governor
CandidateContest	DC Mayor	DC Mayor
CandidateContest	DC Secretary of State	DC Secretary of State
CandidateContest	DC Treasurer	DC Treasurer
CandidateContest	US House DC District 1	UNITED STATES REPRESENTATIVE
CandidateContest	US House Delegate DC	DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES
CandidateContest	US President (DC)	ELECTORS OF PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES
CandidateContest	US President (DC)	PRESIDENT
CandidateContest	US President (DC)	US PRESIDENT
CandidateContest	US Senate DC	UNITED STATES SENATOR
CountItemType	total	TOTAL
Election	2016 General	2016 General
Election	2018 General	2018 General
Election	2020 General	2020 General
Election	2020 Primary	2020 Primary
Party	DC Statehood Green Party	STG
Party	Democratic Party	DEM
Party	Democratic Party	DEMOCRAT
Party	Green Party	GREEN
Party	Independent	IND
Party	Libertarian Party	LIB
Party	Libertarian Party	LIBERTARIAN
Party	Republican Party	REP
Party	Republican Party	REPUBLICAN
