cdf_element	cdf_internal_name	raw_identifier_value
BallotMeasureContestState Question No. 1	State Question No. 1	State Question No. 1
BallotMeasureSelection	No	No
BallotMeasureSelection	Yes	Yes
Candidate	Abbott, Donald	'Abbott, Donald'
Candidate	Abbott, Donald	Abbott, Donald
Candidate	Abbott, Eric	'Abbott, Eric'
Candidate	Abbott, Eric	Abbott, Eric
Candidate	Aberasturi, Leon	'Aberasturi, Leon'
Candidate	Aberasturi, Leon	Aberasturi, Leon
Candidate	Ackerman, Patricia	'Ackerman, Patricia'
Candidate	Ackerman, Patricia	Ackerman, Patricia
Candidate	Adams, Amy	'Adams, Amy'
Candidate	Adams, Amy	Adams, Amy
Candidate	Adams, Randy	'Adams, Randy'
Candidate	Adams, Randy	Adams, Randy
Candidate	Adreon, Ronnie	'Adreon, Ronnie'
Candidate	Adreon, Ronnie	Adreon, Ronnie
Candidate	Aguirre-Insua, Luis	'Aguirre-Insua, Luis'
Candidate	Aguirre-Insua, Luis	Aguirre-Insua, Luis
Candidate	Ainsworth, Sandra	'Ainsworth, Sandra'
Candidate	Ainsworth, Sandra	Ainsworth, Sandra
Candidate	Aizley, Paul	'Aizley, Paul'
Candidate	Aizley, Paul	Aizley, Paul
Candidate	Akola, Dave	'Akola, Dave'
Candidate	Akola, Dave	Akola, Dave
Candidate	Al Gore	AL GORE
Candidate	Alberti, Andy	'Alberti, Andy'
Candidate	Alberti, Andy	Alberti, Andy
Candidate	Aldridge, Ernest C.	'Aldridge, Ernest C.'
Candidate	Aldridge, Ernest C.	Aldridge, Ernest C.
Candidate	Alexander Assefa	'Assefa, Alexander'
Candidate	Alexander Assefa	Assefa, Alexander
Candidate	Allan, Judie	'Allan, Judie'
Candidate	Allan, Judie	Allan, Judie
Candidate	Allan, Judie A.	'Allan, Judie A.'
Candidate	Allan, Judie A.	Allan, Judie A.
Candidate	Allan, Judith Ann	'Allan, Judith Ann'
Candidate	Allan, Judith Ann	Allan, Judith Ann
